Name,description,Categories,Images
Frankie  Sweatshirt-L-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
Frankie  Sweatshirt-L-White,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
Frankie  Sweatshirt-L-Yellow,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
Frankie  Sweatshirt-M-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
Frankie  Sweatshirt-M-White,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
Frankie  Sweatshirt-M-Yellow,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
Frankie  Sweatshirt-S-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
Frankie  Sweatshirt-S-White,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
Frankie  Sweatshirt-S-Yellow,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
Frankie  Sweatshirt-XL-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
Frankie  Sweatshirt-XL-White,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
Frankie  Sweatshirt-XL-Yellow,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
Frankie  Sweatshirt-XS-Green,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/h/mh04-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh04-green_back.jpg"
Frankie  Sweatshirt-XS-White,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-white_main.jpg
Frankie  Sweatshirt-XS-Yellow,<p>The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.</p> <p>&bull; Light green crewneck sweatshirt.<br />&bull; Hand pockets.<br />&bull; Relaxed fit.<br />&bull; Machine wash/dry.</p>,Clothing>Men>Tops>Hoodies & Sweatshirts|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/h/mh04-yellow_main.jpg
Hollister Backyard Sweatshirt,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
Hollister Backyard Sweatshirt-L-Green,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
Hollister Backyard Sweatshirt-L-Red,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
Hollister Backyard Sweatshirt-L-White,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
Hollister Backyard Sweatshirt-M-Green,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
Hollister Backyard Sweatshirt-M-Red,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
Hollister Backyard Sweatshirt-M-White,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
Hollister Backyard Sweatshirt-S-Green,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
Hollister Backyard Sweatshirt-S-Red,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
Hollister Backyard Sweatshirt-S-White,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
Hollister Backyard Sweatshirt-XL-Green,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-green_main.jpg
Hollister Backyard Sweatshirt-XL-Red,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,http://eimages.valtim.com/acme-images/product/m/h/mh05-red_main.jpg
Hollister Backyard Sweatshirt-XL-White,"<p>Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.</p> <p>&bull; Cream crewneck sweatshirt with navy sleeves/trim.<br />&bull; Relaxed fit. <br />&bull; Ribbed cuffs and hem. <br />&bull; Machine wash/dry.</p>",Clothing>Men>Tops>Hoodies & Sweatshirts,"http://eimages.valtim.com/acme-images/product/m/h/mh05-white_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh05-white_back.jpg"
